key_with_zip,key_no_zip,address,city,zip,licensee,lat,lng
"413 S Camino Del Pueblo, Bernalillo 87004.0","413 S Camino Del Pueblo, Bernalillo",413 S Camino Del Pueblo,Bernalillo,87004.0,ROYAL HIGHNESS LLC - CAMINO DEL PUEBLO RETAIL,,
"501 US-550 S, Bernalillo 87004.0","501 US-550 S, Bernalillo",501 US-550 S,Bernalillo,87004.0,"PURLIFE - US-550 S, BERNALILLO",,
"510 HWY 528 Ste G, Bernalillo 87004.0","510 HWY 528 Ste G, Bernalillo",510 HWY 528 Ste G,Bernalillo,87004.0,FAMILY STRAINS 2 LLC - HWY 528 RETAIL,,
"848 S Camino Del Pueblo, Bernalillo 87004.0","848 S Camino Del Pueblo, Bernalillo",848 S Camino Del Pueblo,Bernalillo,87004.0,SANDD INC - CAMINO DEL PUEBLO RETAIL,,
"872 Camino Del Pueblo Ste F, Bernalillo 87004.0","872 Camino Del Pueblo Ste F, Bernalillo",872 Camino Del Pueblo Ste F,Bernalillo,87004.0,MERCAN DREAMS LLC - CAMINO DEL PUEBLO RETAIL,,
"961 S Camino Del Pueblo, Bernalillo 87004.0","961 S Camino Del Pueblo, Bernalillo",961 S Camino Del Pueblo,Bernalillo,87004.0,LA LUZ ORGANICS LLC - CAMINO DEL PUEBLO RETAIL,,
"965 US-550 Ste B, Bernalillo 87004.0","965 US-550 Ste B, Bernalillo",965 US-550 Ste B,Bernalillo,87004.0,MERCAN DREAMS LLC- BERNA RETAIL,,
"980 Highway 550, Bernalillo 87004.0","980 Highway 550, Bernalillo",980 Highway 550,Bernalillo,87004.0,ROAD RUNNER PHARMS - HWY 550 RETAIL,,
"816 West Broadway, Bloomfield 87413.0","816 West Broadway, Bloomfield",816 West Broadway,Bloomfield,87413.0,TREEZ LLC/ RETAIL W BROADWAY,,
"1495 Bosque Farms Blvd, Bosque Farms 87068.0","1495 Bosque Farms Blvd, Bosque Farms",1495 Bosque Farms Blvd,Bosque Farms,87068.0,"FROST STATION CANNABIS, LLC -",,
"109 West Last Rd, Capitan 88316.0","109 West Last Rd, Capitan",109 West Last Rd,Capitan,88316.0,DBGJR LLC - WEST LAST RD RETAIL,,
"1101 W. Pierce St., Carlsbad 88220.0","1101 W. Pierce St., Carlsbad",1101 W. Pierce St.,Carlsbad,88220.0,STONED APE CANNA CO - PIERCE RETAIL,,
"1215 S Canal St, Carlsbad 88220.0","1215 S Canal St, Carlsbad",1215 S Canal St,Carlsbad,88220.0,TKO CANNABIS LLC - CANAL RETAIL,,
"1301 S.  Canal St, Carlsbad 88220.0","1301 S.  Canal St, Carlsbad",1301 S.  Canal St,Carlsbad,88220.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  CANAL ST RETAIL,,
"1410 N Canal St, Carlsbad 88220.0","1410 N Canal St, Carlsbad",1410 N Canal St,Carlsbad,88220.0,N.M. CANNACO,,
"1704 S. Canal Street, Carlsbad 88220.0","1704 S. Canal Street, Carlsbad",1704 S. Canal Street,Carlsbad,88220.0,COMPASSIONATE DISTRIBUTORS INC - CANAL RETAIL,,
"221 S. Canyon St, Carlsbad 88220.0","221 S. Canyon St, Carlsbad",221 S. Canyon St,Carlsbad,88220.0,TREE AMIGOS CANNABIS LLC - CANYON RETAIL,,
"2302 W Pierce St Ste D5  D6, Carlsbad 88220.0","2302 W Pierce St Ste D5  D6, Carlsbad",2302 W Pierce St Ste D5  D6,Carlsbad,88220.0,TKO CANNABIS LLC - PIERCE RETAIL,,
"2521 Canal St, Carlsbad 88220.0","2521 Canal St, Carlsbad",2521 Canal St,Carlsbad,88220.0,FCI OF NEW MEXICO - CANAL ST RETAIL,,
"3106 E Greene St, Carlsbad 88220.0","3106 E Greene St, Carlsbad",3106 E Greene St,Carlsbad,88220.0,PROCESS MANAGEMENT CONTROL - E GREENE RETAIL,,
"401 South Canyon Street, Carlsbad 88220.0","401 South Canyon Street, Carlsbad",401 South Canyon Street,Carlsbad,88220.0,BUD BOARD DISPENSARY LLC - SOUTH CANYON STREET RETAILER,,
"516. Canal St, Carlsbad 88220.0","516. Canal St, Carlsbad",516. Canal St,Carlsbad,88220.0,THE CANNABIS STORE- CANAL ST RETAIL,,
"611 N CANAL ST, Carlsbad 79936.0","611 N CANAL ST, Carlsbad",611 N CANAL ST,Carlsbad,79936.0,GLOBAL THC LLC- N CANAL ST RETAIL,,
"618 W Pierce, Carlsbad 88220.0","618 W Pierce, Carlsbad",618 W Pierce,Carlsbad,88220.0,BUD BOARD DISPENSARY LLC - PIERCE RETAIL,,
"800  800 1/2 W Pierce St, Carlsbad 88220.0","800  800 1/2 W Pierce St, Carlsbad",800  800 1/2 W Pierce St,Carlsbad,88220.0,R. GREENLEAF ORGANICS INC - PIERCE ST RETAIL,,
"810 W Mermod St, Carlsbad 88220.0","810 W Mermod St, Carlsbad",810 W Mermod St,Carlsbad,88220.0,PECOS VALLEY PRODUCTION INC - MERMOD ST RETAIL,,
"812 N. Canal Street, Carlsbad 88220.0","812 N. Canal Street, Carlsbad",812 N. Canal Street,Carlsbad,88220.0,PECOS VALLEY PRODUCTION INC - CANAL ST RETAIL,,
"6505 US Highway 380, Carrizozo 88301.0","6505 US Highway 380, Carrizozo",6505 US Highway 380,Carrizozo,88301.0,GREEN MINDED HOLDINGS LLC - US HIGHWAY 380,,
"12133 Hwy 14 N, Cedar Crest 87008.0","12133 Hwy 14 N, Cedar Crest",12133 Hwy 14 N,Cedar Crest,87008.0,DIAMOND LEAF LLC/ RETAIL N HWY 14,,
"12202 North Highway 14, Cedar Crest 87008.0","12202 North Highway 14, Cedar Crest",12202 North Highway 14,Cedar Crest,87008.0,THE GRATEFUL LLAMA LLC- NORTH HIGHWAY 14 RTLR,,
"2381 Frontage Rd, Chama 87520.0","2381 Frontage Rd, Chama",2381 Frontage Rd,Chama,87520.0,MOUNTAIN HIGH EXPRESS,,
"100 Arch Angel Way, Chaparral 88081.0","100 Arch Angel Way, Chaparral",100 Arch Angel Way,Chaparral,88081.0,STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,,
"101 Angelina Blvd, Chaparral 88081.0","101 Angelina Blvd, Chaparral",101 Angelina Blvd,Chaparral,88081.0,R R HEMPIRE LLC - ANGELINA BLVD RETAIL,,
"101 Stephanie, Chaparral 880081.0","101 Stephanie, Chaparral",101 Stephanie,Chaparral,880081.0,STATELINE CANNABIS NM LLC-STEPHANIE RETAIL/CONS,,
"1245 Riley Way, Chaparral 88081.0","1245 Riley Way, Chaparral",1245 Riley Way,Chaparral,88081.0,GANJIKA GARDENS LLC/ RETAIL RILEY WAY,,
"140 Schneberger Dr, Chaparral 88081.0","140 Schneberger Dr, Chaparral",140 Schneberger Dr,Chaparral,88081.0,GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,,
"170 McCombs, Chaparral 88081.0","170 McCombs, Chaparral",170 McCombs,Chaparral,88081.0,MEDD LLC - PALOMA BLANCA RETAIL,,
"305 S County Line Dr, Chaparral 88081.0","305 S County Line Dr, Chaparral",305 S County Line Dr,Chaparral,88081.0,575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,,
"305 S County Line Rd, Chaparral 88081.0","305 S County Line Rd, Chaparral",305 S County Line Rd,Chaparral,88081.0,SEVEN NINE GROW LLC - EL PASEO DR RETAIL,,
"308 McCombs Rd Spc 2, Chaparral 88081.0","308 McCombs Rd Spc 2, Chaparral",308 McCombs Rd Spc 2,Chaparral,88081.0,ASTRO BUDS LLC - MCCOMBS RD RETAIL,,
"460 County Line Drive, Space F, Chaparral 88081.0","460 County Line Drive, Space F, Chaparral","460 County Line Drive, Space F",Chaparral,88081.0,"GREEN THERAPY DISPENSARY, LLC",,
"545 S. County Line, Chaparral 88081.0","545 S. County Line, Chaparral",545 S. County Line,Chaparral,88081.0,HHNM CHAPARRAL 1 COMPANY- S. COUNTY LINE RETAIL,,
"764 Angelina blvd, Chaparral 88081.0","764 Angelina blvd, Chaparral",764 Angelina blvd,Chaparral,88081.0,AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,,
"1042 State Line, Chapparal 88081.0","1042 State Line, Chapparal",1042 State Line,Chapparal,88081.0,HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,,
"106 S First St, Clayton 88415.0","106 S First St, Clayton",106 S First St,Clayton,88415.0,"RMC NM, INC - CLAYTON RETAIL",,
"1623 S 1st St Ste B, Clayton 88415.0","1623 S 1st St Ste B, Clayton",1623 S 1st St Ste B,Clayton,88415.0,"FROSTYS EMPORIUM, LLC- 1ST ST RETAIL - Clayton",,
"303 N. 1st St, Clayton 88415.0","303 N. 1st St, Clayton",303 N. 1st St,Clayton,88415.0,THE GREEN GENIE LLC - FIRST ST. RETAIL,,
"422 Monroe, Clayton 88415.0","422 Monroe, Clayton",422 Monroe,Clayton,88415.0,HONEYBUDZ LLC - MONROE ST RETAIL,,
"511 South 1st St., Clayton 88415.0","511 South 1st St., Clayton",511 South 1st St.,Clayton,88415.0,"FROSTYS EMPORIUM, LLC- 1ST ST RETAIL - Clayton",,
"524 S. 1st St., Clayton 88415.0","524 S. 1st St., Clayton",524 S. 1st St.,Clayton,88415.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  1ST ST RETAIL,,
"603 S First St, Clayton 88415.0","603 S First St, Clayton",603 S First St,Clayton,88415.0,KDS DISPENSARY - FIRST ST RETAIL,,
"9 Main St., Clayton 88415.0","9 Main St., Clayton",9 Main St.,Clayton,88415.0,HONEYBUDZ LLC - MAIN ST RETAIL,,
"102 Mexican Avenue, Unit 420, Cloudcroft 88317.0","102 Mexican Avenue, Unit 420, Cloudcroft","102 Mexican Avenue, Unit 420",Cloudcroft,88317.0,"CCC HOLDINGS, LLC",,
"109 James Canyon Unit 8, Cloudcroft 88317.0","109 James Canyon Unit 8, Cloudcroft",109 James Canyon Unit 8,Cloudcroft,88317.0,"CCC HOLDINGS, LLC - JAMES CANYON RETAIL",,
"504 Burro Ave, Cloudcroft 88317.0","504 Burro Ave, Cloudcroft",504 Burro Ave,Cloudcroft,88317.0,BUDDING INDUSTRIES LLC - BURRO AVE RETAILER,,
"106 S Main St, Clovis 88101.0","106 S Main St, Clovis",106 S Main St,Clovis,88101.0,EARL AND TOM LLC - MAIN ST MANUFACTURER,,
"1321 N Pile St, Clovis 88101.0","1321 N Pile St, Clovis",1321 N Pile St,Clovis,88101.0,COMPASSIONATE DISTRIBUTORS INC - PILE RETAIL,,
"1512 N. Prince, Clovis 88101.0","1512 N. Prince, Clovis",1512 N. Prince,Clovis,88101.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  CLOVIS RETAIL,,
"1605 Mabry St, Clovis 88101.0","1605 Mabry St, Clovis",1605 Mabry St,Clovis,88101.0,COWBOY VERDEZ LLC-  MABRY ST RETAIL,,
"2009 Ross, Clovis 88101.0","2009 Ross, Clovis",2009 Ross,Clovis,88101.0,R. GREENLEAF ORGANICS INC - CLOVIS RETAIL,,
"221 n primes st, Clovis 88101.0","221 n primes st, Clovis",221 n primes st,Clovis,88101.0,M AND M 2025 LLC - NORTH PRIMES STREET RETAILER,,
"2216 W 7th St., Clovis 88101.0","2216 W 7th St., Clovis",2216 W 7th St.,Clovis,88101.0,GREEN GROVE PRODUCTIONS- 7TH ST RETAIL,,
"2300 E 7th ST, Clovis 88101.0","2300 E 7th ST, Clovis",2300 E 7th ST,Clovis,88101.0,M AND M 2025 LLC - EAST 7TH STREET RETAILER,,
"2320 N Main St, Clovis 88101.0","2320 N Main St, Clovis",2320 N Main St,Clovis,88101.0,CANNA COLLECTIVE LLC-N MAIN ST RETAIL,,
"2905 North Prince Street, Clovis 88101.0","2905 North Prince Street, Clovis",2905 North Prince Street,Clovis,88101.0,SCORE 420- PRINCE RETAIL,,
"321 W 7th St Ste B, Clovis 88101.0","321 W 7th St Ste B, Clovis",321 W 7th St Ste B,Clovis,88101.0,FACTORY DIRECT PIPES REC - 7TH ST RETAIL,,
"3211 N Prince St, Clovis 88101.0","3211 N Prince St, Clovis",3211 N Prince St,Clovis,88101.0,EARL AND TOM LLC - NORTH PRINCE STREET RETAILER,,
"3221 Axtell St, Clovis 88101.0","3221 Axtell St, Clovis",3221 Axtell St,Clovis,88101.0,LA MOTA NEW MEXICO LLC/ RETAIL AXTELL ST,,
"3608 N Prince Street, Suite E, Clovis 88101.0","3608 N Prince Street, Suite E, Clovis","3608 N Prince Street, Suite E",Clovis,88101.0,VANA SOCIETY LLC - Clovis,,
"3806 Mabry Dr., Clovis 88101.0","3806 Mabry Dr., Clovis",3806 Mabry Dr.,Clovis,88101.0,HIGH STANDARDS 23 - MABRY DR. RETAIL,,
"4024 N Prince St Ste G, Clovis 88101.0","4024 N Prince St Ste G, Clovis",4024 N Prince St Ste G,Clovis,88101.0,PECOS VALLEY PRODUCTION INC - N PRINCE ST RETAIL,,
"408 n Norris st, Clovis 88101.0","408 n Norris st, Clovis",408 n Norris st,Clovis,88101.0,M AND M 2025 LLC - NORTH NORRIS STREET RETAILER,,
"4101 North Prince St, Clovis 88101.0","4101 North Prince St, Clovis",4101 North Prince St,Clovis,88101.0,PURLIFE DISPENSARY - CLOVIS,,
"416 N. Hull St., Clovis 88101.0","416 N. Hull St., Clovis",416 N. Hull St.,Clovis,88101.0,JAR-O LLC - HULL ST RETAIL,,
"5021 N. Prince, Clovis 88101.0","5021 N. Prince, Clovis",5021 N. Prince,Clovis,88101.0,PECOS VALLEY PRODUCTION INC - CLOVIS RETAIL,,
"601 Llano Estacado, Clovis 88101.0","601 Llano Estacado, Clovis",601 Llano Estacado,Clovis,88101.0,FCI OF NEW MEXICO - LLANO ESTACADO RETAIL,,
"721 E 1st, Clovis 88101.0","721 E 1st, Clovis",721 E 1st,Clovis,88101.0,BEST BUDS - 1ST RETAIL,,
"435 W.CARTER ST., Columbus 88029.0","435 W.CARTER ST., Columbus",435 W.CARTER ST.,Columbus,88029.0,OBI WAN CANNABIS LLC - WEST CARTER STREET RETAILER,,
"4484 Corrales Road, Corrales 87048.0","4484 Corrales Road, Corrales",4484 Corrales Road,Corrales,87048.0,CORRALES HEMPORIUM LLC/ RETAIL CORRALES ROAD,,
"6404 Hwy 550, Cuba 87013.0","6404 Hwy 550, Cuba",6404 Hwy 550,Cuba,87013.0,HERRERA CANNABIS COMPANY/ RETAIL HWY 550,,
"1113 W Spruce St, Deming 88030.0","1113 W Spruce St, Deming",1113 W Spruce St,Deming,88030.0,DEMING CANNABIS COMPANY LLC - SPRUCE ST RETAIL,,
"115 N Silver Ave, Deming 88030.0","115 N Silver Ave, Deming",115 N Silver Ave,Deming,88030.0,THE CANNA COMPANY,,
"118 E Pine St, Deming 88030.0","118 E Pine St, Deming",118 E Pine St,Deming,88030.0,KOKOPELLI MEDICINALS - EAST PINE STREET RETAILER,,
"1802 E Pine St., Deming 88030.0","1802 E Pine St., Deming",1802 E Pine St.,Deming,88030.0,AGRICANNA LLC - E PINE RETAIL,,
"807 E. Pine, Deming 88030.0","807 E. Pine, Deming",807 E. Pine,Deming,88030.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  PINE RETAIL,,
"814 Silver Ave, Deming 88030.0","814 Silver Ave, Deming",814 Silver Ave,Deming,88030.0,ORIGINAL CCO LLC,,
"745 Highway 64, Eagle Nest 87718.0","745 Highway 64, Eagle Nest",745 Highway 64,Eagle Nest,87718.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC - Eagle Nest,,
"1942 Old 66 HWY, Edgewood 87015.0","1942 Old 66 HWY, Edgewood",1942 Old 66 HWY,Edgewood,87015.0,PECOS VALLEY PRODUCTION INC - OLD 66 HWY RETAIL,,
"2 Marietta Ct Ste B, Edgewood 87015.0","2 Marietta Ct Ste B, Edgewood",2 Marietta Ct Ste B,Edgewood,87015.0,ROADRUNNER RETAIL,,
"4 George Court Suites B, C, D, Edgewood 87015.0","4 George Court Suites B, C, D, Edgewood","4 George Court Suites B, C, D",Edgewood,87015.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC - Edgewood,,
"869 County Line Road, Edgewood 87015.0","869 County Line Road, Edgewood",869 County Line Road,Edgewood,87015.0,JJS SECRET GARDEN LLC / RETAIL COUNTY LINE ROAD,,
"14 NM 150, El Prado 87529.0","14 NM 150, El Prado",14 NM 150,El Prado,87529.0,"TAOS MOUNTAIN GROWN, LLC - NM 150 RETAIL",,
"505 Highway 195, Elephant Butte 87935.0","505 Highway 195, Elephant Butte",505 Highway 195,Elephant Butte,87935.0,"BUTTE CANNABIS, LLC - HWY 195 RETAIL",,
"105 E Paseo de Onate, Espanola 87532.0","105 E Paseo de Onate, Espanola",105 E Paseo de Onate,Espanola,87532.0,NEW AIR LLC,,
"1205 N Riverside Dr, Espanola 87532.0","1205 N Riverside Dr, Espanola",1205 N Riverside Dr,Espanola,87532.0,ELKHORN RETAIL LLC - 1205 RIVERSIDE RETAIL,,
"1811 N Riverside Dr Ste A, Espanola 87532.0","1811 N Riverside Dr Ste A, Espanola",1811 N Riverside Dr Ste A,Espanola,87532.0,FRESHBUDZ LLC - RIVERSIDE DR RETAIL,,
"419 N Riverside Dr, Espanola 87532.0","419 N Riverside Dr, Espanola",419 N Riverside Dr,Espanola,87532.0,FCI OF NEW MEXICO - ESPANOLA RETAIL,,
"423 South Riverside Drive, Espanola 87532.0","423 South Riverside Drive, Espanola",423 South Riverside Drive,Espanola,87532.0,ELKHORN RETAIL LLC/ RETAIL SOUTH RIVERSIDE DRIVE,,
"527  527B N. Riverside Dr., Espanola 87532.0","527  527B N. Riverside Dr., Espanola",527  527B N. Riverside Dr.,Espanola,87532.0,BEST DAZE INC - FORMERLY GIVING TREE ORGANICS-PRODUCTION,,
"811 A. North Riverside Drive, Espanola 87532.0","811 A. North Riverside Drive, Espanola",811 A. North Riverside Drive,Espanola,87532.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  ESPANOLA RETAIL,,
"908 N Riverside Dr, Espanola 87532.0","908 N Riverside Dr, Espanola",908 N Riverside Dr,Espanola,87532.0,"HUSTLE BOYZ, LLC - RIVERSIDE DR RETAIL",,
"301 S 5th St, Estancia 87016.0","301 S 5th St, Estancia",301 S 5th St,Estancia,87016.0,AMY MAY MAY FLOWER - 5TH ST RETAIL,,
"1600 Ave O, Eunice 88231.0","1600 Ave O, Eunice",1600 Ave O,Eunice,88231.0,TOKER KING LLC - AVE O RETAIL,,
"2002 Avenue O, Eunice 88231.0","2002 Avenue O, Eunice",2002 Avenue O,Eunice,88231.0,BETTER DAZE CANNABIS CO LLC - AVE O RETAIL,,
"109 West Broadway, Farmington 87401.0","109 West Broadway, Farmington",109 West Broadway,Farmington,87401.0,HIGH ALTITUDE EXOTICS LIMITED LIABILITY COMPANY/ RETAIL WEST BROADWAY,,
"115 W Main ST., Farmington 87401.0","115 W Main ST., Farmington",115 W Main ST.,Farmington,87401.0,SMOKEAZY LLC- W MAIN ST. RETAIL,,
"1801 E Broadway St, Farmington 87401.0","1801 E Broadway St, Farmington",1801 E Broadway St,Farmington,87401.0,FARMINGTON CRAFT LLC - BROADWAY RETAIL,,
"1901 E 20th St, Farmington 87401.0","1901 E 20th St, Farmington",1901 E 20th St,Farmington,87401.0,ANIMACANN INC - 20TH ST RETAIL,,
"1930 San Juan Blvd A, Farmington 87401.0","1930 San Juan Blvd A, Farmington",1930 San Juan Blvd A,Farmington,87401.0,KANNABIS KLUB/ RETAIL SAN JUAN BLVD,,
"199 S Butler, Farmington 87401.0","199 S Butler, Farmington",199 S Butler,Farmington,87401.0,ZIA TOKE LLC,,
"2010 E Main St R 1, Farmington 87401.0","2010 E Main St R 1, Farmington",2010 E Main St R 1,Farmington,87401.0,CGFNM HOLDINGS LLC - RETAIL,,
"206 S Miller, Farmington 87401.0","206 S Miller, Farmington",206 S Miller,Farmington,87401.0,CANNACULTURE GROW COMPANY LLC - S MILLER RETAIL,,
"3000 E 20th St, Farmington 87402.0","3000 E 20th St, Farmington",3000 E 20th St,Farmington,87402.0,THE REEF JOINT LLC - 20TH ST RETAIL,,
"3024 E. Main Street, Suite A., Farmington 87042.0","3024 E. Main Street, Suite A., Farmington","3024 E. Main Street, Suite A.",Farmington,87042.0,PURLIFE DISPENSARY FARMINGTON,,
"3150 E Main St, Farmington 87402.0","3150 E Main St, Farmington",3150 E Main St,Farmington,87402.0,SCORE 420 - E MAIN FARMINGTON RETAIL,,
"3501 E Main St Ste 1  2, Farmington 87402.0","3501 E Main St Ste 1  2, Farmington",3501 E Main St Ste 1  2,Farmington,87402.0,FCI OF NEW MEXICO - FARMINGTON RETAIL,,
"4000 E Main St, Farmington 87402.0","4000 E Main St, Farmington",4000 E Main St,Farmington,87402.0,R GREENLEAF ORGANICS INC - EVERYDAY WEED FARMINGTON RTLR,,
"403 W. Main St, Farmington 87401.0","403 W. Main St, Farmington",403 W. Main St,Farmington,87401.0,ALL AMERICAN BUD COMPANY -RETAIL,,
"426 E Main St, Farmington 87401.0","426 E Main St, Farmington",426 E Main St,Farmington,87401.0,OCC ABQ LLC - Farmington,,
"4339 E Main St, Farmington 87402.0","4339 E Main St, Farmington",4339 E Main St,Farmington,87402.0,ZIA TOKE LLC - MAIN ST RETAIL,,
"4601 English Rd, Farmington 87402.0","4601 English Rd, Farmington",4601 English Rd,Farmington,87402.0,DISTINGUISHED DISPENSARY LLC - ENGLISH RD RETAIL,,
"5100 E Main St Suite 105, Farmington 87402.0","5100 E Main St Suite 105, Farmington",5100 E Main St Suite 105,Farmington,87402.0,MOTHERS MEDS LLC - MAIN ST RETAIL,,
"663 W MAIN ST, Farmington 87401.0","663 W MAIN ST, Farmington",663 W MAIN ST,Farmington,87401.0,THE ALCHEMIST LLC - MAIN ST RETAIL,,
"911 W Apache St, Farmington 87401.0","911 W Apache St, Farmington",911 W Apache St,Farmington,87401.0,911 KRONIC/ RETAIL W APACHE ST,,
"928 E Main St Bldg C, Farmington 87401.0","928 E Main St Bldg C, Farmington",928 E Main St Bldg C,Farmington,87401.0,THE GRASS STATION LLC - MAIN ST RETAIL,,
"138 W Sumner Ave, Fort Sumner 88119.0","138 W Sumner Ave, Fort Sumner",138 W Sumner Ave,Fort Sumner,88119.0,SMOKE N MIKES LLC - SUMNER AVE RETAIL,,
"213 E Sumner Ave, Fort Sumner 88119.0","213 E Sumner Ave, Fort Sumner",213 E Sumner Ave,Fort Sumner,88119.0,SCORE 420- E SUMNER AVE RETAIL,,
"1005 E. Hwy 66, Gallup 87301.0","1005 E. Hwy 66, Gallup",1005 E. Hwy 66,Gallup,87301.0,PROHIBITION 37 - E HWY 66 RETAIL,,
"1020 W Maloney Ste A, Gallup 87301.0","1020 W Maloney Ste A, Gallup",1020 W Maloney Ste A,Gallup,87301.0,MGGA LLC - MALONEY ST RETAIL,,
"103 Dean ST, Gallup 87301.0","103 Dean ST, Gallup",103 Dean ST,Gallup,87301.0,MGGA LLC - Gallup,,
"106 W Coal Ave, Gallup 87301.0","106 W Coal Ave, Gallup",106 W Coal Ave,Gallup,87301.0,"420 DISPENSARY, LLC - W COAL RETAIL",,
"1121 US 491, Gallup 87301.0","1121 US 491, Gallup",1121 US 491,Gallup,87301.0,"RMC NM, INC - GALLUP RETAIL",,
"1208  East Highway 66, Gallup 87301.0","1208  East Highway 66, Gallup",1208  East Highway 66,Gallup,87301.0,LAVA WELLNESS,,
"1379 US-491, Gallup 87301.0","1379 US-491, Gallup",1379 US-491,Gallup,87301.0,FCI OF NEW MEXICO - GALLUP RETAIL,,
"200 W. Coal Ave, Gallup 87301.0","200 W. Coal Ave, Gallup",200 W. Coal Ave,Gallup,87301.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  GALLUP DISPENSARY,,
"3400 East Hwy 66, Gallup 87301.0","3400 East Hwy 66, Gallup",3400 East Hwy 66,Gallup,87301.0,GRASSROOTS GRANTS LLC DISPENSARY GALLUP,,
"503 US Hwy 491 Ste E, Gallup 87301.0","503 US Hwy 491 Ste E, Gallup",503 US Hwy 491 Ste E,Gallup,87301.0,MGGA LLC - Gallup,,
"611 W Historic HWY 66, Gallup 87301.0","611 W Historic HWY 66, Gallup",611 W Historic HWY 66,Gallup,87301.0,CMC CANNABIS DISPENSARY LLC/ RETAIL W HISTORIC HWY 66,,
"815 E Historical Hwy. E 66, Gallup 87301.0","815 E Historical Hwy. E 66, Gallup",815 E Historical Hwy. E 66,Gallup,87301.0,TOP SHELF - HISTORICAL HWY RETAIL,,
"105 Route 66, Glenrio 88434.0","105 Route 66, Glenrio",105 Route 66,Glenrio,88434.0,GLENRIO SMOKE STOP LLC/ RETAIL ROUTE 66,,
"1005 Mesa Blvd., Grants 87357.0","1005 Mesa Blvd., Grants",1005 Mesa Blvd.,Grants,87357.0,GRASSROOTS GRANTS LLC DISPENSARY,,
"899 East Roosevelt, Grants 87020.0","899 East Roosevelt, Grants",899 East Roosevelt,Grants,87020.0,R. GREENLEAF ORGANICS DISPENSARY GRANTS,,
"629 Franklin Street, Hatch 87937.0","629 Franklin Street, Hatch",629 Franklin Street,Hatch,87937.0,HATCH VALLEY VENTURES LLC - FRANKLIN STREET RETAILER,,
"629 N Franklin St, Hatch 87937.0","629 N Franklin St, Hatch",629 N Franklin St,Hatch,87937.0,HIGH NOON CANNABIS LLC - FRANKLIN ST RETAIL,,
"1003 N Linam St, Hobbs 88240.0","1003 N Linam St, Hobbs",1003 N Linam St,Hobbs,88240.0,CANNA BUDDHA LLC/ RETAIL N LINAM ST,,
"1127 Joe Harvey Blvd, Hobbs 88240.0","1127 Joe Harvey Blvd, Hobbs",1127 Joe Harvey Blvd,Hobbs,88240.0,"CHADCOR HOLDINGS NM, LLC - JOE HARVEY BLVD RETAIL",,
"1710 W. Joe Harvey Blvd Ste G, Hobbs 88240.0","1710 W. Joe Harvey Blvd Ste G, Hobbs",1710 W. Joe Harvey Blvd Ste G,Hobbs,88240.0,TRU HIGH CROP LLC - RETAIL N DAL PASO ST,,
"1822 S. Dal Paso, Hobbs 88240.0","1822 S. Dal Paso, Hobbs",1822 S. Dal Paso,Hobbs,88240.0,COMPASSIONATE DISTRIBUTORS INC -  DAL PASO RETAIL,,
"1901 W. Joe Harvey Blvd. Suite 130, Hobbs 88240.0","1901 W. Joe Harvey Blvd. Suite 130, Hobbs",1901 W. Joe Harvey Blvd. Suite 130,Hobbs,88240.0,R. GREENLEAF ORGANICS INC - CAMINO REAL RETAIL,,
"1912 N Grimes, Hobbs 88240.0","1912 N Grimes, Hobbs",1912 N Grimes,Hobbs,88240.0,ENCHANTMENT GROWTH CO - Hobbs,,
"207 North Grimes, Hobbs 88240.0","207 North Grimes, Hobbs",207 North Grimes,Hobbs,88240.0,BRYANS GREEN CARE RETAIL - Hobbs,,
"2206 West Marland Boulevard, Hobbs 88240.0","2206 West Marland Boulevard, Hobbs",2206 West Marland Boulevard,Hobbs,88240.0,BUD BOARD DISPENSARY LLC,,
"236 E. Navajo Dr. Suites: N-800 , O-700, Hobbs 88240.0","236 E. Navajo Dr. Suites: N-800 , O-700, Hobbs","236 E. Navajo Dr. Suites: N-800 , O-700",Hobbs,88240.0,URBAN WELLNESS - HOBBS DISPENSARY,,
"2620 N Lovington Hwy, Hobbs 88240.0","2620 N Lovington Hwy, Hobbs",2620 N Lovington Hwy,Hobbs,88240.0,PECOS VALLEY PRODUCTION INC - LOVINGTON HWY RETAIL,,
"301 N GRIMES ST, Hobbs 88240.0","301 N GRIMES ST, Hobbs",301 N GRIMES ST,Hobbs,88240.0,PURLIFE RETAIL - Hobbs,,
"310 W Navajo Dr, Hobbs 88240.0","310 W Navajo Dr, Hobbs",310 W Navajo Dr,Hobbs,88240.0,PECOS VALLEY PRODUCTION INC - RETAIL NAVAJO,,
